Time,recommendationservice,adservice,currencyservice,cartservice,shippingservice,checkoutservice,frontend,paymentservice,emailservice,productcatalogservice,Total
2020-11-10 13:35:17,3.0,6.25,3.2352941176470584,8.0,2.555555555555556,175.0,90.625,3.0,3.0,2.0381679389312977,296.70401761213384
2020-11-10 13:35:18,3.0,6.25,3.2352941176470584,8.0,2.555555555555556,175.0,90.625,3.0,3.0,2.0381679389312977,296.70401761213384
2020-11-10 13:35:19,3.0,6.25,3.2352941176470584,8.0,2.555555555555556,175.0,90.625,3.0,3.0,2.0381679389312977,296.70401761213384
2020-11-10 13:35:20,12.8125,6.25,3.2656250000000004,8.0,2.555555555555556,175.0,90.625,3.0,3.0,2.0381679389312977,306.5468484944868
2020-11-10 13:35:21,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,175.0,90.625,3.0,3.0,2.0381679389312977,305.6792014356633
2020-11-10 13:35:22,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,175.0,82.35294117647058,3.0,3.0,2.0381679389312977,297.40714261213384
2020-11-10 13:35:23,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,175.0,82.35294117647058,3.0,3.0,2.0381679389312977,297.40714261213384
2020-11-10 13:35:24,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,175.0,82.35294117647058,3.0,3.0,2.0381679389312977,297.40714261213384
2020-11-10 13:35:25,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.0381679389312977,222.4071426121339
2020-11-10 13:35:26,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.0381679389312977,222.4071426121339
2020-11-10 13:35:27,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.0381679389312977,222.4071426121339
2020-11-10 13:35:28,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.07629174637336
2020-11-10 13:35:29,12.8125,6.25,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.07629174637336
2020-11-10 13:35:30,12.8125,7.0,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.82629174637336
2020-11-10 13:35:31,12.8125,7.0,3.2656250000000004,7.132352941176472,2.555555555555556,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.82629174637336
2020-11-10 13:35:32,12.8125,7.0,3.2656250000000004,7.132352941176472,2.238095238095238,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.50883142891303
2020-11-10 13:35:33,12.8125,7.0,3.2656250000000004,7.132352941176472,2.238095238095238,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.50883142891303
2020-11-10 13:35:34,12.8125,7.0,3.2656250000000004,7.132352941176472,2.238095238095238,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.50883142891303
2020-11-10 13:35:35,12.205882352941178,7.0,3.198019801980198,7.132352941176472,2.238095238095238,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,222.8346085838344
2020-11-10 13:35:36,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,100.0,82.35294117647058,3.0,3.0,2.7073170731707314,223.39706083746316
2020-11-10 13:35:37,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,100.0,91.36363636363636,3.0,3.0,2.7073170731707314,232.40775602462887
2020-11-10 13:35:38,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,100.0,91.36363636363636,3.0,3.0,2.7073170731707314,232.40775602462887
2020-11-10 13:35:39,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,100.0,91.36363636363636,3.0,3.0,2.7073170731707314,232.40775602462887
2020-11-10 13:35:40,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.0,2.7073170731707314,307.4077560246289
2020-11-10 13:35:41,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.4000000000000004,2.7073170731707314,307.8077560246289
2020-11-10 13:35:42,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.4000000000000004,2.7073170731707314,307.8077560246289
2020-11-10 13:35:43,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,307.42112860663065
2020-11-10 13:35:44,12.205882352941178,7.0,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,307.42112860663065
2020-11-10 13:35:45,12.205882352941178,5.611111111111112,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,306.0322397177417
2020-11-10 13:35:46,12.205882352941178,5.611111111111112,3.198019801980198,7.694805194805196,2.238095238095238,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,306.0322397177417
2020-11-10 13:35:47,12.205882352941178,5.611111111111112,3.198019801980198,7.694805194805196,2.6,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,306.3941444796464
2020-11-10 13:35:48,12.205882352941178,5.611111111111112,3.198019801980198,7.694805194805196,2.6,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,306.3941444796464
2020-11-10 13:35:49,12.205882352941178,5.611111111111112,3.198019801980198,7.694805194805196,2.6,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,306.3941444796464
2020-11-10 13:35:50,14.675324675324678,5.611111111111112,3.0473372781065087,7.694805194805196,2.6,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,308.71290427815626
2020-11-10 13:35:51,14.675324675324678,5.611111111111112,3.0473372781065087,8.0,2.6,175.0,91.36363636363636,3.0,3.4000000000000004,2.3206896551724143,309.01809908335105
2020-11-10 13:35:52,14.675324675324678,5.611111111111112,3.0473372781065087,8.0,2.6,175.0,94.85294117647058,3.0,3.4000000000000004,2.3206896551724143,312.5074038961853
